"Location","Vel_dir","Height","H_m","Width","Source","direction.deg","payload","Distance_m","Nom_WS"
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw 0m 3m-s",,10,0,3
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw 0m 3m-s",,10,0,3
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw 0m 3m-s",,10,0,3
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw 0m 4.5m-s",10.4661070417698,10,0,4.5
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw 0m 4.5m-s",354.454816793622,10,0,4.5
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw 0m 4.5m-s",348.768725252132,10,0,4.5
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw 0m 4.5m-s",12.6463654764103,10,0,4.5
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw 0m 4.5m-s",,10,0,4.5
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw 0m 4.5m-s",344.228511509774,10,0,4.5
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw 0m 4.5m-s",,10,0,4.5
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw 0m 4.5m-s",,10,0,4.5
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw 0m 4.5m-s",,10,0,4.5
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +1m 1.5m-s",16.5466629697449,10,1,1.5
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +1m 1.5m-s",1.12429593289851,10,1,1.5
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +1m 1.5m-s",343.409493885532,10,1,1.5
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +1m 1.5m-s",320.025316963077,10,1,1.5
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +1m 1.5m-s",52.2667060212322,10,1,1.5
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +1m 1.5m-s",35.3569556641781,10,1,1.5
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +1m 1.5m-s",283.085210278206,10,1,1.5
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +1m 1.5m-s",,10,1,1.5
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +1m 1.5m-s",86.2421893823253,10,1,1.5
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +1m 3m-s",14.532555208778,10,1,3
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +1m 3m-s",10.2827449975438,10,1,3
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +1m 3m-s",356.535743127781,10,1,3
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +1m 3m-s",332.352736999189,10,1,3
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +1m 3m-s",8.61300629688608,10,1,3
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +1m 3m-s",25.9716859754017,10,1,3
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +1m 3m-s",319.48971007861,10,1,3
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +1m 3m-s",,10,1,3
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +1m 3m-s",41.5234130502313,10,1,3
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +1m 4.5m-s",30.6402953607559,10,1,4.5
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +1m 4.5m-s",1.56383977411832,10,1,4.5
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +1m 4.5m-s",335.572877706633,10,1,4.5
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +1m 4.5m-s",352.908902013308,10,1,4.5
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +1m 4.5m-s",20.5293783612802,10,1,4.5
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +1m 4.5m-s",357.528277717809,10,1,4.5
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +1m 4.5m-s",326.263904149239,10,1,4.5
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +1m 4.5m-s",,10,1,4.5
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +1m 4.5m-s",30.1436211901253,10,1,4.5
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +2m 1.5m-s",47.3690688997323,10,2,1.5
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +2m 1.5m-s",324.181398598111,10,2,1.5
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +2m 1.5m-s",331.631361661732,10,2,1.5
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +2m 1.5m-s",98.0728504887162,10,2,1.5
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +2m 1.5m-s",316.402330587848,10,2,1.5
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +2m 1.5m-s",243.022416070646,10,2,1.5
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +2m 1.5m-s",273.299143760134,10,2,1.5
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +2m 1.5m-s",60.9003406342113,10,2,1.5
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +2m 1.5m-s",107.874003610489,10,2,1.5
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +2m 3m-s",25.4605682506915,10,2,3
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +2m 3m-s",356.955763703426,10,2,3
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +2m 3m-s",338.971763527144,10,2,3
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +2m 3m-s",333.49309951869,10,2,3
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +2m 3m-s",10.0678724950698,10,2,3
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +2m 3m-s",34.2722158022507,10,2,3
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +2m 3m-s",332.152619220823,10,2,3
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +2m 3m-s",7.36602594679463,10,2,3
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +2m 3m-s",28.6897858253919,10,2,3
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +2m 4.5m-s",34.3420044080343,10,2,4.5
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +2m 4.5m-s",358.98056857406,10,2,4.5
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +2m 4.5m-s",323.774321879213,10,2,4.5
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +2m 4.5m-s",346.645427968653,10,2,4.5
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +2m 4.5m-s",9.50996839911884,10,2,4.5
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +2m 4.5m-s",12.2660084173992,10,2,4.5
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +2m 4.5m-s",327.432918336825,10,2,4.5
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +2m 4.5m-s",11.5621101125337,10,2,4.5
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +2m 4.5m-s",28.5116797266848,10,2,4.5
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +3m 1.5m-s",39.8921849465495,10,3,1.5
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +3m 1.5m-s",350.662618592853,10,3,1.5
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +3m 1.5m-s",336.446264711838,10,3,1.5
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +3m 1.5m-s",74.8068608984051,10,3,1.5
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +3m 1.5m-s",280.162492191691,10,3,1.5
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +3m 1.5m-s",260.335205363575,10,3,1.5
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +3m 1.5m-s",274.725242445452,10,3,1.5
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +3m 1.5m-s",42.5680950598794,10,3,1.5
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +3m 1.5m-s",81.0539959387295,10,3,1.5
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +3m 3m-s",18.5625226709221,10,3,3
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +3m 3m-s",354.299234333621,10,3,3
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +3m 3m-s",330.402112065259,10,3,3
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +3m 3m-s",356.783214912639,10,3,3
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +3m 3m-s",1.91578839308494,10,3,3
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +3m 3m-s",0.708840926888286,10,3,3
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +3m 3m-s",346.374379848674,10,3,3
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +3m 3m-s",6.9884851157349,10,3,3
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +3m 3m-s",15.07270666012,10,3,3
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +3m 4.5m-s",39.3513030974738,10,3,4.5
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +3m 4.5m-s",359.224651613011,10,3,4.5
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +3m 4.5m-s",328.852094968345,10,3,4.5
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +3m 4.5m-s",345.56910311421,10,3,4.5
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +3m 4.5m-s",3.74541474827019,10,3,4.5
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +3m 4.5m-s",14.5087422891578,10,3,4.5
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +3m 4.5m-s",333.812506759271,10,3,4.5
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +3m 4.5m-s",3.44132539688813,10,3,4.5
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +3m 4.5m-s",19.8180440648738,10,3,4.5
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +4m 1.5 m-s",30.3977032524829,10,4,1.5
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +4m 1.5 m-s",348.372437440136,10,4,1.5
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +4m 1.5 m-s",326.997839295937,10,4,1.5
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +4m 1.5 m-s",91.8553891583058,10,4,1.5
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +4m 1.5 m-s",356.906791818103,10,4,1.5
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +4m 1.5 m-s",312.568841071708,10,4,1.5
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +4m 1.5 m-s",297.210909866707,10,4,1.5
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +4m 1.5 m-s",20.5329357005952,10,4,1.5
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +4m 1.5 m-s",66.6438199484413,10,4,1.5
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +4m 3m-s",16.1282214005357,10,4,3
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +4m 3m-s",0.41123883870155,10,4,3
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +4m 3m-s",331.21211796754,10,4,3
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +4m 3m-s",12.043596448986,10,4,3
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +4m 3m-s",1.15768201435188,10,4,3
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +4m 3m-s",347.11573532922,10,4,3
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +4m 3m-s",348.207316661915,10,4,3
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +4m 3m-s",3.37168530594693,10,4,3
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +4m 3m-s",20.0368054271348,10,4,3
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +4m 4.5m-s",19.7309598788498,10,4,4.5
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +4m 4.5m-s",1.47167083496551,10,4,4.5
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +4m 4.5m-s",331.69382107098,10,4,4.5
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +4m 4.5m-s",345.39657973868,10,4,4.5
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +4m 4.5m-s",6.01437060745251,10,4,4.5
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +4m 4.5m-s",11.7380762662141,10,4,4.5
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +4m 4.5m-s",343.833501341065,10,4,4.5
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +4m 4.5m-s",2.02381363083124,10,4,4.5
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +4m 4.5m-s",6.6463389586809,10,4,4.5
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +5m 1.5 m-s",26.3573827804945,10,5,1.5
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +5m 1.5 m-s",336.110224487397,10,5,1.5
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +5m 1.5 m-s",327.242500234892,10,5,1.5
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +5m 1.5 m-s",53.1562568317877,10,5,1.5
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +5m 1.5 m-s",354.953536705414,10,5,1.5
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +5m 1.5 m-s",307.891448040577,10,5,1.5
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +5m 1.5 m-s",307.110431740685,10,5,1.5
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +5m 1.5 m-s",345.291163672935,10,5,1.5
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +5m 1.5 m-s",63.1896864942816,10,5,1.5
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +5m 3m-s",16.7223814446463,10,5,3
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +5m 3m-s",358.562104808913,10,5,3
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +5m 3m-s",338.491305222456,10,5,3
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +5m 3m-s",16.9577805463503,10,5,3
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +5m 3m-s",2.42015572374026,10,5,3
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +5m 3m-s",343.304681113032,10,5,3
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +5m 3m-s",345.249821172941,10,5,3
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +5m 3m-s",1.24641960061377,10,5,3
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +5m 3m-s",19.2742893635602,10,5,3
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +5m 4.5m-s",26.8805641878902,10,5,4.5
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +5m 4.5m-s",0.70705732390438,10,5,4.5
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +5m 4.5m-s",319.276097658282,10,5,4.5
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +5m 4.5m-s",350.78572955487,10,5,4.5
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +5m 4.5m-s",2.91860747629008,10,5,4.5
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +5m 4.5m-s",10.3789286691143,10,5,4.5
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +5m 4.5m-s",351.864560947359,10,5,4.5
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +5m 4.5m-s",2.03110012965854,10,5,4.5
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +5m 4.5m-s",5.30659565525179,10,5,4.5
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +6m 1.5m-s",36.5485777707613,10,6,1.5
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +6m 1.5m-s",345.41164047363,10,6,1.5
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +6m 1.5m-s",336.369663238264,10,6,1.5
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +6m 1.5m-s",30.6473992381023,10,6,1.5
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +6m 1.5m-s",345.416671393687,10,6,1.5
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +6m 1.5m-s",314.169110166008,10,6,1.5
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +6m 1.5m-s",314.695471929905,10,6,1.5
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +6m 1.5m-s",339.966680371862,10,6,1.5
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +6m 1.5m-s",22.9233053171158,10,6,1.5
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +6m 3m-s",14.097933407472,10,6,3
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +6m 3m-s",355.765845468885,10,6,3
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +6m 3m-s",336.180479498229,10,6,3
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +6m 3m-s",16.3604138962484,10,6,3
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +6m 3m-s",359.499134895288,10,6,3
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +6m 3m-s",338.715711373793,10,6,3
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +6m 3m-s",337.712438330341,10,6,3
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +6m 3m-s",0.464855170914885,10,6,3
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +6m 3m-s",23.4828109289559,10,6,3
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +6m 4.5m-s",24.4540680881268,10,6,4.5
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +6m 4.5m-s",0.147641663781517,10,6,4.5
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +6m 4.5m-s",336.609355208607,10,6,4.5
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +6m 4.5m-s",352.85907564567,10,6,4.5
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +6m 4.5m-s",1.47882954423381,10,6,4.5
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +6m 4.5m-s",3.77961083392638,10,6,4.5
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +6m 4.5m-s",346.930526275245,10,6,4.5
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +6m 4.5m-s",1.66383497537587,10,6,4.5
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +6m 4.5m-s",8.9601675053205,10,6,4.5
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +8m 1.5m-s",25.7868532556752,10,8,1.5
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +8m 1.5m-s",357.347261863783,10,8,1.5
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +8m 1.5m-s",333.181023543041,10,8,1.5
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +8m 1.5m-s",10.317041498242,10,8,1.5
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +8m 1.5m-s",357.109277139821,10,8,1.5
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +8m 1.5m-s",342.36842459399,10,8,1.5
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +8m 1.5m-s",331.769722180875,10,8,1.5
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +8m 1.5m-s",0.76267905278582,10,8,1.5
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +8m 1.5m-s",21.91254142966,10,8,1.5
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +8m 3m-s",17.6497479376723,10,8,3
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +8m 3m-s",2.03530745394396,10,8,3
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +8m 3m-s",338.824989905926,10,8,3
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +8m 3m-s",15.3494707027772,10,8,3
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +8m 3m-s",359.906757351026,10,8,3
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +8m 3m-s",341.051642039681,10,8,3
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +8m 3m-s",337.757319128083,10,8,3
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +8m 3m-s",3.08667094083297,10,8,3
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +8m 3m-s",21.4381483878141,10,8,3
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +8m 4.5m-s",18.7302777325963,10,8,4.5
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +8m 4.5m-s",0.0108573984483409,10,8,4.5
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +8m 4.5m-s",336.89846814356,10,8,4.5
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +8m 4.5m-s",3.43633175060551,10,8,4.5
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +8m 4.5m-s",0.473373658987523,10,8,4.5
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +8m 4.5m-s",354.879604813743,10,8,4.5
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +8m 4.5m-s",339.037889022356,10,8,4.5
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +8m 4.5m-s",3.10706408539099,10,8,4.5
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +8m 4.5m-s",17.7084283286993,10,8,4.5
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +12m 1.5m-s",10.2146036890033,10,12,1.5
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +12m 1.5m-s",0.0751518693332577,10,12,1.5
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +12m 1.5m-s",337.795404087079,10,12,1.5
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +12m 1.5m-s",0.43712936889793,10,12,1.5
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +12m 1.5m-s",2.14355863159652,10,12,1.5
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +12m 1.5m-s",6.96362751386123,10,12,1.5
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +12m 1.5m-s",345.883001578678,10,12,1.5
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +12m 1.5m-s",0.415622901108067,10,12,1.5
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +12m 1.5m-s",20.6197359413338,10,12,1.5
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +12m 3m-s",18.7417075175774,10,12,3
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +12m 3m-s",358.896602869903,10,12,3
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +12m 3m-s",333.115975120003,10,12,3
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +12m 3m-s",357.887350643212,10,12,3
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +12m 3m-s",3.50725000720031,10,12,3
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +12m 3m-s",0.76953507626209,10,12,3
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +12m 3m-s",339.329631222414,10,12,3
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +12m 3m-s",0.61646912751002,10,12,3
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +12m 3m-s",19.5812589614912,10,12,3
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +12m 4.5m-s",18.7215910767595,10,12,4.5
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +12m 4.5m-s",359.616003137244,10,12,4.5
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +12m 4.5m-s",336.777860830824,10,12,4.5
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +12m 4.5m-s",6.00039404346072,10,12,4.5
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +12m 4.5m-s",0.558142827283197,10,12,4.5
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +12m 4.5m-s",355.043397512455,10,12,4.5
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +12m 4.5m-s",336.165003047332,10,12,4.5
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +12m 4.5m-s",0.920014120956277,10,12,4.5
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +12m 4.5m-s",21.686998073555,10,12,4.5
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +16m 1.5m-s",10.1587691385042,10,16,1.5
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +16m 1.5m-s",349.718541892185,10,16,1.5
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +16m 1.5m-s",344.564978962094,10,16,1.5
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +16m 1.5m-s",359.676656667803,10,16,1.5
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +16m 1.5m-s",3.78621960744009,10,16,1.5
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +16m 1.5m-s",3.41683033101086,10,16,1.5
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +16m 1.5m-s",349.058978107406,10,16,1.5
"TopCenter","Direction","1.8288","Height = 1.8m","2.1","Raw +16m 1.5m-s",11.0606729638344,10,16,1.5
"TopRight","Direction","1.8288","Height = 1.8m","3.3","Raw +16m 1.5m-s",13.1059118880561,10,16,1.5
"BottomLeft","Direction","0.6096","Height = 0.6m","0.99","Raw +16m 3m-s",18.5200112963083,10,16,3
"BottomCenter","Direction","0.6096","Height = 0.6m","2.1","Raw +16m 3m-s",358.773789935349,10,16,3
"BottomRight","Direction","0.6096","Height = 0.6m","3.3","Raw +16m 3m-s",337.295153791233,10,16,3
"MidLeft","Direction","1.2192","Height = 1.2m","0.99","Raw +16m 3m-s",348.759803973313,10,16,3
"MidCenter","Direction","1.2192","Height = 1.2m","2.1","Raw +16m 3m-s",359.081761752771,10,16,3
"MidRight","Direction","1.2192","Height = 1.2m","3.3","Raw +16m 3m-s",4.92623983049998,10,16,3
"TopLeft","Direction","1.8288","Height = 1.8m","0.99","Raw +16m 3m-s",344.208490271849,10,16,3
